"","gene_id","NK1.count.txt","NK2.count.txt","T4.count.txt","T5.count.txt","T6.count.txt","symbols"
"4872","ENSG00000119013",35,79,50,26,51,"NDUFB3"
"4873","ENSG00000119041",206,631,481,329,589,"GTF3C3"
"4874","ENSG00000119042",74,174,200,147,280,"SATB2"
"4875","ENSG00000119048",208,638,465,476,560,"UBE2B"
"4876","ENSG00000119121",51,83,70,7,40,"TRPM6"
"4877","ENSG00000119125",42,59,112,140,264,"GDA"
"4878","ENSG00000119138",21,52,137,535,270,"KLF9"
"4879","ENSG00000119139",53,128,92,41,129,"TJP2"
"4880","ENSG00000119147",3,2,13,2,48,"ECRG4"
"4881","ENSG00000119185",120,311,168,105,166,"ITGB1BP1"
"4882","ENSG00000119203",106,363,224,181,278,"CPSF3"
"4883","ENSG00000119227",22,41,33,21,75,"PIGZ"
"4884","ENSG00000119231",397,1177,845,508,877,"SENP5"
"4885","ENSG00000119242",319,933,802,298,600,"CCDC92"
"4886","ENSG00000119280",73,301,261,328,540,"C1orf198"
"4887","ENSG00000119283",22,9,10,15,10,"TRIM67"
"4888","ENSG00000119285",302,835,707,514,830,"HEATR1"
"4889","ENSG00000119314",911,3201,1853,960,1689,"PTBP3"
"4890","ENSG00000119318",812,2584,1741,1223,2225,"RAD23B"
"4891","ENSG00000119321",349,1454,353,298,463,"FKBP15"
"4892","ENSG00000119326",52,117,185,143,354,"CTNNAL1"
"4893","ENSG00000119328",50,140,102,98,151,"ABITRAM"
"4894","ENSG00000119333",19,70,59,42,70,"DYNC2I2"
"4895","ENSG00000119335",744,2052,2010,1696,2555,"SET"
"4896","ENSG00000119383",134,365,164,128,244,"PTPA"
"4897","ENSG00000119392",116,372,210,106,208,"GLE1"
"4898","ENSG00000119396",396,1422,884,893,1240,"RAB14"
"4899","ENSG00000119397",171,488,410,132,196,"CNTRL"
"4900","ENSG00000119401",89,259,193,119,245,"TRIM32"
"4901","ENSG00000119402",362,1045,668,529,750,"FBXW2"
"4902","ENSG00000119403",99,230,225,123,195,"PHF19"
"4903","ENSG00000119408",667,2037,831,341,568,"NEK6"
"4904","ENSG00000119411",24,44,20,12,50,"BSPRY"
"4905","ENSG00000119414",316,1033,897,607,961,"PPP6C"
"4906","ENSG00000119421",37,93,50,35,74,"NDUFA8"
"4907","ENSG00000119431",54,164,100,36,153,"HDHD3"
"4908","ENSG00000119440",2,0,2,2,3,"LCN1P1"
"4909","ENSG00000119446",152,357,294,194,340,"RBM18"
"4910","ENSG00000119457",1,2,2,4,1,"SLC46A2"
"4911","ENSG00000119471",112,382,241,130,580,"HSDL2"
"4912","ENSG00000119487",172,711,402,348,498,"MAPKAP1"
"4913","ENSG00000119508",20,80,30,39,26,"NR4A3"
"4914","ENSG00000119509",173,580,413,267,523,"INVS"
"4915","ENSG00000119514",24,92,63,27,226,"GALNT12"
"4916","ENSG00000119522",167,451,380,171,380,"DENND1A"
"4917","ENSG00000119523",101,318,261,218,425,"ALG2"
"4918","ENSG00000119535",121,431,60,28,207,"CSF3R"
"4919","ENSG00000119537",219,744,410,256,480,"KDSR"
"4920","ENSG00000119541",214,693,461,239,518,"VPS4B"
"4921","ENSG00000119547",82,20,340,248,266,"ONECUT2"
"4922","ENSG00000119559",53,89,47,24,41,"C19orf25"
"4923","ENSG00000119574",36,121,52,64,74,"ZBTB45"
"4924","ENSG00000119596",807,1913,1699,1213,1998,"YLPM1"
"4925","ENSG00000119599",34,73,33,41,59,"DCAF4"
"4926","ENSG00000119608",15,11,10,1,1,"PROX2"
"4927","ENSG00000119614",6,4,246,2,1,"VSX2"
"4928","ENSG00000119616",177,519,329,236,387,"FCF1"
"4929","ENSG00000119630",37,84,114,169,272,"PGF"
"4930","ENSG00000119632",16,31,11,15,12,"IFI27L2"
"4931","ENSG00000119636",37,72,55,80,49,"BBOF1"
"4932","ENSG00000119638",392,1067,885,586,901,"NEK9"
"4933","ENSG00000119640",25,77,42,23,51,"ACYP1"
"4934","ENSG00000119650",34,88,72,63,116,"IFT43"
"4935","ENSG00000119655",351,1646,455,324,526,"NPC2"
"4936","ENSG00000119660",1,2,1,0,2,NA
"4937","ENSG00000119661",116,177,201,119,224,"DNAL1"
"4938","ENSG00000119669",258,735,511,302,393,"IRF2BPL"
"4939","ENSG00000119673",27,79,15,17,38,"ACOT2"
"4940","ENSG00000119681",50,357,124,205,237,"LTBP2"
"4941","ENSG00000119682",261,682,510,289,515,"AREL1"
"4942","ENSG00000119684",185,446,381,269,469,"MLH3"
"4943","ENSG00000119685",226,503,430,270,489,"TTLL5"
"4944","ENSG00000119686",26,100,26,13,38,"FLVCR2"
"4945","ENSG00000119688",199,695,320,177,391,"ABCD4"
"4946","ENSG00000119689",226,621,382,269,455,"DLST"
"4947","ENSG00000119698",33,7,62,17,14,"PPP4R4"
"4948","ENSG00000119699",167,571,163,696,738,"TGFB3"
"4949","ENSG00000119703",15,13,13,7,11,"ZC2HC1C"
"4950","ENSG00000119705",50,141,84,67,127,"SLIRP"
"4951","ENSG00000119707",639,1758,1696,1073,1867,"RBM25"
"4952","ENSG00000119711",111,281,257,193,447,"ALDH6A1"
"4953","ENSG00000119714",32,60,31,1,2,"GPR68"
"4954","ENSG00000119715",9,6,11,6,1,"ESRRB"
"4955","ENSG00000119718",78,203,165,148,167,"EIF2B2"
"4956","ENSG00000119720",151,366,359,156,345,"NRDE2"
"4957","ENSG00000119723",54,100,67,59,76,"COQ6"
"4958","ENSG00000119725",36,78,53,36,60,"ZNF410"
"4959","ENSG00000119729",347,1272,826,626,648,"RHOQ"
"4960","ENSG00000119737",43,82,55,41,54,"GPR75"
"4961","ENSG00000119760",338,988,542,310,613,"SUPT7L"
"4962","ENSG00000119771",75,133,151,96,223,"KLHL29"
"4963","ENSG00000119772",390,966,827,558,1055,"DNMT3A"
"4964","ENSG00000119777",279,1035,359,298,602,"TMEM214"
"4965","ENSG00000119778",332,856,742,510,649,"ATAD2B"
"4966","ENSG00000119782",9,37,25,9,14,"FKBP1B"
"4967","ENSG00000119787",198,544,510,459,958,"ATL2"
"4968","ENSG00000119801",395,1348,834,610,1049,"YPEL5"
"4969","ENSG00000119812",102,438,186,205,323,"FAM98A"
"4970","ENSG00000119820",414,941,768,555,943,"YIPF4"
"4971","ENSG00000119844",238,606,427,205,417,"AFTPH"
"4972","ENSG00000119862",79,220,252,148,305,"LGALSL"
"4973","ENSG00000119865",79,267,151,105,92,"CNRIP1"
"4974","ENSG00000119866",264,550,733,478,1049,"BCL11A"
"4975","ENSG00000119878",164,411,375,232,407,"CRIPT"
"4976","ENSG00000119888",186,470,514,166,855,"EPCAM"
"4977","ENSG00000119899",280,1446,381,220,378,"SLC17A5"
"4978","ENSG00000119900",386,2161,417,576,1778,"OGFRL1"
"4979","ENSG00000119906",447,1323,777,966,1133,"SLF2"
"4980","ENSG00000119912",317,874,728,560,864,"IDE"
"4981","ENSG00000119913",6,0,1,5,0,"TECTB"
"4982","ENSG00000119915",1,3,2,1,1,"ELOVL3"
"4983","ENSG00000119917",115,466,363,57,141,"IFIT3"
"4984","ENSG00000119919",0,1,2,1,5,"NKX2-3"
"4985","ENSG00000119922",31,241,73,22,48,"IFIT2"
"4986","ENSG00000119927",49,205,163,165,327,"GPAM"
"4987","ENSG00000119929",26,93,44,46,66,"CUTC"
"4988","ENSG00000119938",52,287,180,584,675,"PPP1R3C"
"4989","ENSG00000119943",52,90,71,49,109,"PYROXD2"
"4990","ENSG00000119946",23,51,30,53,106,"CNNM1"
"4991","ENSG00000119950",209,583,589,361,552,"MXI1"
"4992","ENSG00000119953",162,458,336,232,356,"SMNDC1"
"4993","ENSG00000119965",26,125,81,50,120,"C10orf88"
"4994","ENSG00000119969",165,280,392,299,611,"HELLS"
"4995","ENSG00000119973",15,5,2,2,0,"PRLHR"
"4996","ENSG00000119977",128,363,308,199,429,"TCTN3"
"4997","ENSG00000119979",127,414,268,140,254,"DENND10"
"4998","ENSG00000119986",12,37,21,14,37,"AVPI1"
"4999","ENSG00000120008",324,1037,705,424,827,"WDR11"
"5000","ENSG00000120029",188,504,361,274,457,"ARMH3"
"5001","ENSG00000120049",37,72,57,41,92,"KCNIP2"
"5002","ENSG00000120051",8,7,5,14,8,"CFAP58"
"5003","ENSG00000120053",44,98,93,117,116,"GOT1"
"5004","ENSG00000120054",7,0,4,4,8,"CPN1"
"5005","ENSG00000120055",2,8,2,2,2,"C10orf95"
"5006","ENSG00000120057",18,5,35,52,871,"SFRP5"
"5007","ENSG00000120063",595,2206,1215,847,1196,"GNA13"
"5008","ENSG00000120068",18,56,14,23,68,"HOXB8"
"5009","ENSG00000120071",843,2162,2017,1191,2174,"KANSL1"
"5010","ENSG00000120075",24,59,62,33,139,"HOXB5"
"5011","ENSG00000120088",2,0,1,0,0,"CRHR1"
"5012","ENSG00000120093",246,669,470,173,579,"HOXB3"
"5013","ENSG00000120094",11,0,5,2,0,"HOXB1"
"5014","ENSG00000120129",216,947,467,264,450,"DUSP1"
"5015","ENSG00000120137",895,2726,1993,1295,2695,"PANK3"
"5016","ENSG00000120149",85,172,145,21,80,"MSX2"
"5017","ENSG00000120156",21,133,24,81,254,"TEK"
"5018","ENSG00000120158",41,102,74,71,93,"RCL1"
"5019","ENSG00000120159",63,193,204,109,260,"CAAP1"
"5020","ENSG00000120160",8,3,6,5,3,"EQTN"
"5021","ENSG00000120162",76,230,241,106,190,"MOB3B"
"5022","ENSG00000120210",5,2,1,0,0,"INSL6"
"5023","ENSG00000120211",4,13,1,3,0,"INSL4"
"5024","ENSG00000120215",7,0,12,2,0,"MLANA"
"5025","ENSG00000120217",31,121,21,10,5,"CD274"
"5026","ENSG00000120235",3,0,1,1,0,"IFNA6"
"5027","ENSG00000120242",0,0,0,1,0,"IFNA8"
"5028","ENSG00000120251",27,19,51,60,41,"GRIA2"
"5029","ENSG00000120253",218,516,319,229,392,"NUP43"
"5030","ENSG00000120254",89,338,172,400,456,"MTHFD1L"
"5031","ENSG00000120256",20,36,33,22,47,"LRP11"
"5032","ENSG00000120262",16,60,22,8,8,"CCDC170"
"5033","ENSG00000120265",158,489,342,198,305,"PCMT1"
"5034","ENSG00000120278",120,247,472,552,459,"PLEKHG1"
"5035","ENSG00000120279",8,15,3,92,102,"MYCT1"
"5036","ENSG00000120280",28,77,4,5,10,"TASL"
"5037","ENSG00000120289",6,1,3,2,0,"MAGEB4"
"5038","ENSG00000120306",58,242,124,62,239,"CYSTM1"
"5039","ENSG00000120314",152,446,214,144,292,"WDR55"
"5040","ENSG00000120318",95,166,196,202,278,"ARAP3"
"5041","ENSG00000120322",4,9,11,11,12,"PCDHB8"
"5042","ENSG00000120324",13,26,53,35,68,"PCDHB10"
"5043","ENSG00000120327",27,45,84,42,108,"PCDHB14"
"5044","ENSG00000120328",30,37,88,68,79,"PCDHB12"
"5045","ENSG00000120329",6,15,7,2,11,"SLC25A2"
"5046","ENSG00000120332",7,13,6,1,3,"TNN"
"5047","ENSG00000120333",46,116,91,56,99,"MRPS14"
"5048","ENSG00000120334",43,76,42,33,80,"CENPL"
"5049","ENSG00000120337",3,5,2,9,3,"TNFSF18"
"5050","ENSG00000120341",10,9,8,8,23,"SEC16B"
"5051","ENSG00000120370",73,148,134,90,146,"GORAB"
"5052","ENSG00000120436",5,1,1,0,0,"GPR31"
"5053","ENSG00000120437",75,218,75,56,102,"ACAT2"
"5054","ENSG00000120438",334,977,776,803,1051,"TCP1"
"5055","ENSG00000120440",5,5,3,0,1,"TTLL2"
"5056","ENSG00000120451",445,1343,787,513,1069,"SNX19"
"5057","ENSG00000120457",98,750,84,32,145,"KCNJ5"
"5058","ENSG00000120458",121,317,348,311,440,"MSANTD2"
"5059","ENSG00000120471",7,3,3,4,0,"TP53AIP1"
"5060","ENSG00000120498",15,3,2,2,2,"TEX11"
"5061","ENSG00000120500",4,12,3,1,2,"ARR3"
"5062","ENSG00000120509",49,140,88,89,139,"PDZD11"
"5063","ENSG00000120519",126,450,269,136,271,"SLC10A7"
"5064","ENSG00000120526",135,291,280,220,453,"NUDCD1"
"5065","ENSG00000120533",99,294,213,191,348,"ENY2"
"5066","ENSG00000120539",97,206,143,85,180,"MASTL"
"5067","ENSG00000120549",652,2332,1602,705,1755,"KIAA1217"
"5068","ENSG00000120555",3,6,2,1,1,NA
"5069","ENSG00000120563",2,0,2,1,0,"LYZL1"
"5070","ENSG00000120594",578,2331,1247,449,714,"PLXDC2"
"5071","ENSG00000120616",327,770,906,539,953,"EPC1"
"5072","ENSG00000120645",23,64,50,32,59,"IQSEC3"
"5073","ENSG00000120647",68,80,133,80,111,"CCDC77"
"5074","ENSG00000120656",70,237,163,115,140,"TAF12"
"5075","ENSG00000120658",14,52,36,47,102,"ENOX1"
"5076","ENSG00000120659",7,17,1,2,2,"TNFSF11"
"5077","ENSG00000120662",75,228,110,85,118,"MTRF1"
"5078","ENSG00000120664",31,41,39,27,61,"SPART-AS1"
"5079","ENSG00000120669",11,6,3,8,2,"SOHLH2"
"5080","ENSG00000120675",66,234,182,106,275,"DNAJC15"
"5081","ENSG00000120685",451,1065,953,436,867,"PROSER1"
"5082","ENSG00000120686",229,790,433,391,662,"UFM1"
"5083","ENSG00000120688",84,189,139,88,169,"WBP4"
"5084","ENSG00000120690",847,2394,1585,474,951,"ELF1"
"5085","ENSG00000120693",64,93,241,110,156,"SMAD9"
"5086","ENSG00000120694",378,1009,817,509,725,"HSPH1"
"5087","ENSG00000120696",72,173,155,115,242,"KBTBD7"
"5088","ENSG00000120697",112,296,263,197,340,"ALG5"
"5089","ENSG00000120699",91,235,197,141,241,"EXOSC8"
"5090","ENSG00000120705",253,895,578,709,804,"ETF1"
"5091","ENSG00000120708",1805,12201,1837,4775,3195,"TGFBI"
"5092","ENSG00000120709",208,517,343,221,330,"FAM53C"
"5093","ENSG00000120725",98,368,135,135,281,"SIL1"
"5094","ENSG00000120727",160,457,439,299,404,"PAIP2"
"5095","ENSG00000120729",13,4,3,14,1,"MYOT"
"5096","ENSG00000120733",515,1500,1237,695,1332,"KDM3B"
"5097","ENSG00000120738",386,1389,2020,1666,2065,"EGR1"
"5098","ENSG00000120742",447,1438,839,908,1399,"SERP1"
"5099","ENSG00000120756",55,148,119,34,225,"PLS1"
"5100","ENSG00000120784",91,221,203,107,253,"ZFP30"
"5101","ENSG00000120798",178,437,452,265,504,"NR2C1"
"5102","ENSG00000120800",152,356,410,421,517,"UTP20"
"5103","ENSG00000120802",647,1318,1929,1206,1944,"TMPO"
"5104","ENSG00000120805",439,1565,1292,1019,2030,"ARL1"
"5105","ENSG00000120820",64,312,188,194,298,"GLT8D2"
"5106","ENSG00000120832",84,165,181,117,252,"MTERF2"
"5107","ENSG00000120833",149,360,192,48,57,"SOCS2"
"5108","ENSG00000120837",82,144,210,155,279,"NFYB"
"5109","ENSG00000120860",118,438,283,170,365,"WASHC3"
"5110","ENSG00000120868",208,638,561,442,657,"APAF1"
"5111","ENSG00000120875",257,721,797,152,136,"DUSP4"
"5112","ENSG00000120885",550,2091,1090,215,927,"CLU"
"5113","ENSG00000120889",272,739,807,659,915,"TNFRSF10B"
"5114","ENSG00000120896",163,738,255,403,675,"SORBS3"
"5115","ENSG00000120899",157,470,294,66,370,"PTK2B"
"5116","ENSG00000120903",10,10,5,28,10,"CHRNA2"
"5117","ENSG00000120907",11,10,11,11,6,"ADRA1A"
"5118","ENSG00000120910",74,294,147,88,210,"PPP3CC"
"5119","ENSG00000120913",82,121,52,40,87,"PDLIM2"
"5120","ENSG00000120915",41,69,128,52,372,"EPHX2"
"5121","ENSG00000120925",88,338,204,180,372,"RNF170"
"5122","ENSG00000120937",1,0,5,0,6,"NPPB"
"5123","ENSG00000120942",49,75,61,65,87,"UBIAD1"
"5124","ENSG00000120948",420,1184,932,675,1197,"TARDBP"
"5125","ENSG00000120949",16,15,5,4,10,"TNFRSF8"
"5126","ENSG00000120952",3,2,6,0,0,"PRAMEF2"
"5127","ENSG00000120963",211,589,458,443,452,"ZNF706"
"5128","ENSG00000120992",369,1095,604,337,713,"LYPLA1"
"5129","ENSG00000121005",84,274,258,207,414,"CRISPLD1"
"5130","ENSG00000121022",124,345,238,167,284,"COPS5"
"5131","ENSG00000121039",91,456,324,183,503,"RDH10"
"5132","ENSG00000121053",10,11,105,1,1,"EPX"
"5133","ENSG00000121057",58,228,218,93,447,"AKAP1"
"5134","ENSG00000121058",73,212,161,115,215,"COIL"
"5135","ENSG00000121060",275,874,537,211,387,"TRIM25"
"5136","ENSG00000121064",202,796,193,109,231,"SCPEP1"
"5137","ENSG00000121067",166,487,332,272,419,"SPOP"
"5138","ENSG00000121068",40,97,177,142,120,"TBX2"
"5139","ENSG00000121073",83,246,150,146,214,"SLC35B1"
"5140","ENSG00000121075",58,48,165,47,287,"TBX4"
"5141","ENSG00000121089",2,0,4,33,14,"NACA3P"
"5142","ENSG00000121101",4,15,20,11,4,"TEX14"
"5143","ENSG00000121104",49,110,152,63,219,"FAM117A"
"5144","ENSG00000121152",54,117,82,64,107,"NCAPH"
"5145","ENSG00000121207",17,18,15,14,64,"LRAT"
"5146","ENSG00000121210",102,198,222,247,212,"TMEM131L"
"5147","ENSG00000121211",3,2,2,2,1,"MND1"
"5148","ENSG00000121236",24,95,32,12,99,"TRIM6"
"5149","ENSG00000121270",23,13,6,6,8,"ABCC11"
"5150","ENSG00000121274",103,298,236,234,321,"TENT4B"
"5151","ENSG00000121281",451,1451,683,93,306,"ADCY7"
"5152","ENSG00000121289",101,174,136,124,150,"CEP89"
"5153","ENSG00000121297",131,467,300,443,666,"TSHZ3"
"5154","ENSG00000121310",257,707,459,140,490,"ECHDC2"
"5155","ENSG00000121314",2,3,6,1,3,"TAS2R8"
"5156","ENSG00000121316",131,566,229,201,502,"PLBD1"
"5157","ENSG00000121318",11,8,24,18,13,"TAS2R10"
"5158","ENSG00000121335",3,6,1,1,6,"PRB2"
"5159","ENSG00000121350",90,178,182,107,164,"PYROXD1"
"5160","ENSG00000121351",15,3,19,6,3,"IAPP"
"5161","ENSG00000121361",15,25,28,73,65,"KCNJ8"
"5162","ENSG00000121377",1,2,2,1,0,"TAS2R7"
"5163","ENSG00000121380",40,27,23,10,91,"BCL2L14"
"5164","ENSG00000121381",6,0,5,1,2,"TAS2R9"
"5165","ENSG00000121388",7,2,0,0,0,NA
"5166","ENSG00000121390",166,462,358,225,387,"PSPC1"
"5167","ENSG00000121406",110,160,178,100,125,"ZNF549"
"5168","ENSG00000121410",18,26,28,7,23,"A1BG"
"5169","ENSG00000121413",102,169,204,107,268,"ZSCAN18"
"5170","ENSG00000121417",88,218,145,81,163,"ZNF211"
"5171","ENSG00000121440",186,802,426,648,842,"PDZRN3"
"5172","ENSG00000121446",36,14,11,11,3,"RGSL1"
"5173","ENSG00000121454",16,8,27,6,2,"LHX4"
"5174","ENSG00000121481",222,591,478,374,585,"RNF2"
"5175","ENSG00000121486",123,420,285,166,333,"TRMT1L"
"5176","ENSG00000121542",31,108,77,62,118,"SEC22A"
"5177","ENSG00000121552",5,23,1,5,0,"CSTA"
"5178","ENSG00000121570",53,44,25,63,123,"DPPA4"
"5179","ENSG00000121577",8,34,21,9,29,"POPDC2"
"5180","ENSG00000121578",172,593,357,164,570,"B4GALT4"
"5181","ENSG00000121579",367,1136,867,647,1020,"NAA50"
"5182","ENSG00000121594",92,168,118,7,14,"CD80"
"5183","ENSG00000121621",43,108,112,97,114,"KIF18A"
"5184","ENSG00000121634",4,1,3,0,1,"GJA8"
"5185","ENSG00000121644",211,721,517,326,657,"DESI2"
"5186","ENSG00000121653",26,39,49,60,70,"MAPK8IP1"
"5187","ENSG00000121671",95,242,191,136,293,"CRY2"
"5188","ENSG00000121680",26,42,20,11,24,"PEX16"
"5189","ENSG00000121690",36,47,25,12,72,"DEPDC7"
"5190","ENSG00000121691",46,209,13,22,35,"CAT"
"5191","ENSG00000121716",33,43,34,15,27,"PILRB"
"5192","ENSG00000121741",1025,2617,2662,1739,2811,"ZMYM2"
"5193","ENSG00000121742",7,14,71,2,0,"GJB6"
"5194","ENSG00000121743",14,9,19,8,22,"GJA3"
"5195","ENSG00000121749",257,769,679,528,687,"TBC1D15"
"5196","ENSG00000121753",105,189,133,111,154,"ADGRB2"
"5197","ENSG00000121764",6,1,4,4,4,"HCRTR1"
"5198","ENSG00000121766",54,168,96,77,127,"ZCCHC17"
"5199","ENSG00000121769",94,479,43,31,136,"FABP3"
"5200","ENSG00000121774",523,1375,1397,1119,1658,"KHDRBS1"
"5201","ENSG00000121775",32,102,77,76,76,"TMEM39B"
"5202","ENSG00000121797",75,301,90,16,30,"CCRL2"
"5203","ENSG00000121807",20,57,21,1,2,"CCR2"
"5204","ENSG00000121851",17,48,34,26,22,"POLR3GL"
"5205","ENSG00000121853",5,0,3,2,0,"GHSR"
"5206","ENSG00000121858",463,1009,1326,50,112,"TNFSF10"
"5207","ENSG00000121864",163,380,309,241,421,"ZNF639"
"5208","ENSG00000121871",8,14,11,17,15,"SLITRK3"
"5209","ENSG00000121879",594,1434,1148,645,873,"PIK3CA"
"5210","ENSG00000121892",950,2657,2183,1345,2036,"PDS5A"
"5211","ENSG00000121895",12,24,32,4,3,"TMEM156"
"5212","ENSG00000121897",101,186,97,87,131,"LIAS"
"5213","ENSG00000121898",713,1721,696,53,52,"CPXM2"
"5214","ENSG00000121900",28,82,41,35,60,"TMEM54"
"5215","ENSG00000121903",55,89,91,53,88,"ZSCAN20"
"5216","ENSG00000121904",60,89,50,55,25,"CSMD2"
"5217","ENSG00000121905",7,4,3,4,0,"HPCA"
"5218","ENSG00000121931",91,257,255,192,351,"LRIF1"
"5219","ENSG00000121933",143,789,16,65,58,"TMIGD3"
"5220","ENSG00000121940",272,856,658,410,831,"CLCC1"
"5221","ENSG00000121957",190,258,282,120,170,"GPSM2"
"5222","ENSG00000121964",233,489,322,239,271,"GTDC1"
"5223","ENSG00000121966",96,300,289,265,330,"CXCR4"
"5224","ENSG00000121988",55,69,108,103,168,"ZRANB3"
"5225","ENSG00000121989",277,1260,478,1043,1063,"ACVR2A"
"5226","ENSG00000122008",257,746,546,297,586,"POLK"
"5227","ENSG00000122012",49,16,29,17,8,"SV2C"
"5228","ENSG00000122025",1,2,5,3,6,"FLT3"
"5229","ENSG00000122026",498,1372,1110,1156,1508,"RPL21"
"5230","ENSG00000122033",108,298,206,100,232,"MTIF3"
"5231","ENSG00000122034",152,598,217,196,237,"GTF3A"
"5232","ENSG00000122035",9,21,15,9,68,"RASL11A"
"5233","ENSG00000122042",210,870,402,329,553,"UBL3"
"5234","ENSG00000122043",6,3,3,0,0,NA
"5235","ENSG00000122068",302,834,658,412,714,"FYTTD1"
"5236","ENSG00000122085",108,236,188,136,229,"MTERF4"
"5237","ENSG00000122121",22,27,21,42,91,"XPNPEP2"
"5238","ENSG00000122122",166,782,298,44,85,"SASH3"
"5239","ENSG00000122126",218,843,486,330,680,"OCRL"
"5240","ENSG00000122133",10,10,1,1,4,"PAEP"
"5241","ENSG00000122136",0,1,1,0,6,"OBP2A"
"5242","ENSG00000122140",51,160,95,85,168,"MRPS2"
"5243","ENSG00000122145",4,2,3,0,1,"TBX22"
"5244","ENSG00000122176",254,1676,642,958,3175,"FMOD"
"5245","ENSG00000122180",17,1,1,37,2,"MYOG"
"5246","ENSG00000122188",348,625,394,4,2,"LAX1"
"5247","ENSG00000122194",18,6,8,1,29,"PLG"
"5248","ENSG00000122203",246,831,501,338,914,"KIAA1191"
"5249","ENSG00000122218",937,3226,1917,1820,3181,"COPA"
"5250","ENSG00000122223",43,115,96,3,8,"CD244"
"5251","ENSG00000122224",24,13,10,12,1,"LY9"
"5252","ENSG00000122254",70,275,14,36,34,"HS3ST2"
"5253","ENSG00000122257",496,1309,1203,898,1436,"RBBP6"
"5254","ENSG00000122299",287,918,656,540,810,"ZC3H7A"
"5255","ENSG00000122304",1,1,2,0,0,"PRM2"
"5256","ENSG00000122335",120,292,183,85,130,"SERAC1"
"5257","ENSG00000122359",515,1580,788,324,802,"ANXA11"
"5258","ENSG00000122367",19,14,19,16,13,"LDB3"
"5259","ENSG00000122375",3,7,3,0,1,"OPN4"
"5260","ENSG00000122376",109,311,178,160,235,"SHLD2"
"5261","ENSG00000122378",450,1275,776,326,1004,"PRXL2A"
"5262","ENSG00000122386",17,48,25,19,37,"ZNF205"
"5263","ENSG00000122390",172,555,336,229,382,"NAA60"
"5264","ENSG00000122406",1531,3733,3529,3500,4583,"RPL5"
"5265","ENSG00000122417",240,644,607,313,674,"ODF2L"
"5266","ENSG00000122420",33,330,58,420,193,"PTGFR"
"5267","ENSG00000122432",9,10,8,7,10,"SPATA1"
"5268","ENSG00000122435",78,229,212,174,263,"TRMT13"
"5269","ENSG00000122477",22,166,15,24,23,"LRRC39"
"5270","ENSG00000122481",20,70,52,21,61,"RWDD3"
"5271","ENSG00000122482",494,1319,1261,875,1289,"ZNF644"
"5272","ENSG00000122483",56,125,110,42,98,"CCDC18"
"5273","ENSG00000122484",330,666,628,420,621,"RPAP2"
"5274","ENSG00000122490",68,246,97,50,131,"SLC66A2"
"5275","ENSG00000122507",167,438,436,214,393,"BBS9"
"5276","ENSG00000122512",70,168,127,84,128,"PMS2"
"5277","ENSG00000122515",456,965,723,308,641,"ZMIZ2"
"5278","ENSG00000122543",1,1,2,2,3,"OCM"
"5279","ENSG00000122545",718,2162,1611,1871,2516,"SEPTIN7"
"5280","ENSG00000122547",47,149,61,55,107,"EEPD1"
"5281","ENSG00000122548",7,4,4,5,1,"KIAA0087"
"5282","ENSG00000122550",151,323,308,225,317,"KLHL7"
"5283","ENSG00000122557",226,745,442,303,553,"HERPUD2"
"5284","ENSG00000122565",494,1282,1103,663,1249,"CBX3"
"5285","ENSG00000122566",1981,5534,4984,3630,5747,"HNRNPA2B1"
"5286","ENSG00000122574",24,50,100,33,75,"WIPF3"
"5287","ENSG00000122584",2,2,3,6,1,"NXPH1"
"5288","ENSG00000122585",15,85,62,6,21,"NPY"
"5289","ENSG00000122591",359,942,671,431,920,"FAM126A"
"5290","ENSG00000122592",5,4,15,27,38,"HOXA7"
"5291","ENSG00000122641",113,293,369,215,67,"INHBA"
"5292","ENSG00000122642",206,863,471,565,1130,"FKBP9"
"5293","ENSG00000122643",68,215,168,109,219,"NT5C3A"
"5294","ENSG00000122644",185,410,409,115,156,"ARL4A"
"5295","ENSG00000122674",35,96,77,48,69,"CCZ1"
"5296","ENSG00000122678",143,292,180,59,201,"POLM"
"5297","ENSG00000122679",3,1,2,0,0,"RAMP3"
"5298","ENSG00000122687",5,3,4,1,7,"MRM2"
"5299","ENSG00000122691",59,73,113,95,59,"TWIST1"
"5300","ENSG00000122692",292,675,580,404,630,"SMU1"
"5301","ENSG00000122694",76,232,143,90,162,"GLIPR2"
"5302","ENSG00000122696",56,181,95,68,100,"SLC25A51"
"5303","ENSG00000122705",198,837,376,399,548,"CLTA"
"5304","ENSG00000122707",106,350,232,224,346,"RECK"
"5305","ENSG00000122711",7,13,5,0,0,"SPINK4"
"5306","ENSG00000122728",25,5,13,25,15,"TAF1L"
"5307","ENSG00000122729",171,501,320,317,588,"ACO1"
"5308","ENSG00000122733",3,13,12,9,37,"PHF24"
"5309","ENSG00000122735",8,7,46,4,0,"DNAI1"
"5310","ENSG00000122741",328,858,733,437,882,"DCAF10"
"5311","ENSG00000122756",56,29,79,57,237,"CNTFR"
"5312","ENSG00000122778",284,484,618,310,488,"KIAA1549"
"5313","ENSG00000122779",856,1626,1348,684,1396,"TRIM24"
"5314","ENSG00000122783",83,234,155,76,167,"CYREN"
"5315","ENSG00000122786",340,1713,1059,1880,1989,"CALD1"
"5316","ENSG00000122787",15,4,4,1,6,"AKR1D1"
"5317","ENSG00000122824",10,3,19,5,17,"NUDT10"
