"","gene_id","NK1.count.txt","NK2.count.txt","T4.count.txt","T5.count.txt","T6.count.txt","symbols"
"35063","ENSG00000239320",1,0,0,0,0,"RPS29P26"
"35064","ENSG00000239322",0,0,0,0,0,"ATP6V1B1-AS1"
"35065","ENSG00000239323",0,0,0,3,0,NA
"35066","ENSG00000239327",0,0,0,0,0,"RPS26P9"
"35067","ENSG00000239332",12,6,12,7,11,"LINC01119"
"35068","ENSG00000239333",1,4,0,3,0,"RN7SL658P"
"35069","ENSG00000239335",1,4,8,0,4,"LLPH-DT"
"35070","ENSG00000239344",5,2,1,2,16,"RPS6P9"
"35071","ENSG00000239345",2,0,5,0,0,NA
"35072","ENSG00000239350",0,0,0,0,0,NA
"35073","ENSG00000239351",4,5,8,7,5,NA
"35074","ENSG00000239354",1,0,4,0,0,"RPS17P15"
"35075","ENSG00000239356",0,2,0,0,0,"RN7SL309P"
"35076","ENSG00000239365",0,0,1,0,0,"RPS26P49"
"35077","ENSG00000239367",5,0,1,1,0,"RN7SL477P"
"35078","ENSG00000239374",0,2,1,2,2,"RPL21P105"
"35079","ENSG00000239377",0,0,0,4,0,NA
"35080","ENSG00000239381",7,7,3,1,0,NA
"35081","ENSG00000239382",28,29,23,15,22,"ALKBH6"
"35082","ENSG00000239383",0,0,0,1,0,NA
"35083","ENSG00000239388",8,5,2,2,0,"ASB14"
"35084","ENSG00000239389",11,30,23,24,44,"PCDHA13"
"35085","ENSG00000239390",0,1,0,4,1,"RN7SL87P"
"35086","ENSG00000239392",4,1,0,2,1,NA
"35087","ENSG00000239393",4,0,0,0,0,"RPS20P17"
"35088","ENSG00000239395",0,0,0,0,0,NA
"35089","ENSG00000239396",4,4,1,1,1,"RN7SL414P"
"35090","ENSG00000239397",2,0,0,0,0,"RPL13AP21"
"35091","ENSG00000239398",2,1,1,0,0,"RN7SL342P"
"35092","ENSG00000239402",6,1,4,0,1,"CYP4F62P"
"35093","ENSG00000239405",3,0,2,1,1,NA
"35094","ENSG00000239407",9,30,31,33,41,NA
"35095","ENSG00000239408",0,0,0,1,0,NA
"35096","ENSG00000239412",1,0,0,1,0,"RPL21P71"
"35097","ENSG00000239413",4,1,1,1,1,NA
"35098","ENSG00000239415",13,26,17,9,16,NA
"35099","ENSG00000239419",8,14,9,9,7,"RN7SL535P"
"35100","ENSG00000239426",1,0,1,0,0,"OR8F1P"
"35101","ENSG00000239428",3,0,0,0,0,"GM2AP2"
"35102","ENSG00000239432",1,0,0,0,0,NA
"35103","ENSG00000239435",4,3,2,0,0,NA
"35104","ENSG00000239437",3,0,1,6,0,"RN7SL752P"
"35105","ENSG00000239438",0,0,2,0,0,"RPS26P48"
"35106","ENSG00000239439",0,0,0,0,0,NA
"35107","ENSG00000239440",4,4,9,2,0,"LINC02008"
"35108","ENSG00000239443",0,1,0,5,3,NA
"35109","ENSG00000239445",25,21,11,12,21,NA
"35110","ENSG00000239446",0,0,0,0,0,NA
"35111","ENSG00000239453",2,0,0,0,0,NA
"35112","ENSG00000239454",1,1,0,0,0,"LINC02047"
"35113","ENSG00000239455",6,13,4,3,1,NA
"35114","ENSG00000239462",0,0,2,0,0,NA
"35115","ENSG00000239464",1,0,1,0,0,"RN7SL691P"
"35116","ENSG00000239465",2,2,0,0,0,NA
"35117","ENSG00000239466",3,1,0,0,4,"RN7SL552P"
"35118","ENSG00000239467",11,7,13,9,18,"ERICH2"
"35119","ENSG00000239468",4,2,1,0,0,"RN7SL569P"
"35120","ENSG00000239470",4,0,1,5,0,"RPL21P97"
"35121","ENSG00000239471",1,0,0,1,0,"RN7SL584P"
"35122","ENSG00000239472",1,0,0,0,0,"RN7SL221P"
"35123","ENSG00000239473",2,0,0,0,0,"RPL7P38"
"35124","ENSG00000239474",42,15,4,91,22,"KLHL41"
"35125","ENSG00000239480",1,3,0,0,0,NA
"35126","ENSG00000239481",1,3,1,0,2,"RPS3AP41"
"35127","ENSG00000239482",10,8,20,6,63,"LOC105374042"
"35128","ENSG00000239483",1,0,1,0,0,"RPS15AP16"
"35129","ENSG00000239486",0,0,0,0,0,NA
"35130","ENSG00000239490",3,0,0,0,0,"RPS4XP18"
"35131","ENSG00000239494",5,1,5,3,0,"RN7SL333P"
"35132","ENSG00000239498",3,0,1,0,0,NA
"35133","ENSG00000239503",0,3,0,0,0,NA
"35134","ENSG00000239504",2,1,0,0,0,"RN7SL583P"
"35135","ENSG00000239508",1,0,1,5,0,NA
"35136","ENSG00000239510",0,2,1,1,0,NA
"35137","ENSG00000239511",0,2,0,0,0,NA
"35138","ENSG00000239513",11,6,5,1,0,"LINC01210"
"35139","ENSG00000239516",2,2,0,3,0,"FLYWCH1P1"
"35140","ENSG00000239517",2,0,1,0,0,NA
"35141","ENSG00000239519",2,1,2,2,1,NA
"35142","ENSG00000239521",133,167,217,100,123,"CASTOR3"
"35143","ENSG00000239523",27,60,60,20,64,"MYLK-AS1"
"35144","ENSG00000239524",1,3,1,0,4,NA
"35145","ENSG00000239525",0,0,2,0,0,"RPL30P5"
"35146","ENSG00000239527",4,4,16,52,11,NA
"35147","ENSG00000239528",2,2,2,1,0,NA
"35148","ENSG00000239532",6,1,0,2,0,"RPL21P45"
"35149","ENSG00000239533",0,0,0,0,0,"GOLGA2P2Y"
"35150","ENSG00000239539",1,0,0,0,6,NA
"35151","ENSG00000239542",0,3,3,0,0,"RN7SL399P"
"35152","ENSG00000239544",1,3,1,0,0,NA
"35153","ENSG00000239545",5,0,3,0,0,"RN7SL822P"
"35154","ENSG00000239547",1,0,2,1,0,"RN7SL843P"
"35155","ENSG00000239552",0,1,1,1,2,NA
"35156","ENSG00000239553",1,4,1,0,5,"RN7SL12P"
"35157","ENSG00000239555",0,5,0,0,0,"RN7SL841P"
"35158","ENSG00000239556",5,4,6,4,13,NA
"35159","ENSG00000239557",3,9,6,6,6,"PPP2R5CP"
"35160","ENSG00000239559",12,3,12,3,2,NA
"35161","ENSG00000239560",1,0,0,0,0,"RN7SL479P"
"35162","ENSG00000239568",6,0,0,0,0,NA
"35163","ENSG00000239569",4,23,10,6,5,NA
"35164","ENSG00000239570",3,1,7,0,1,"SETP11"
"35165","ENSG00000239571",1,0,0,0,0,"IGKV2D-30"
"35166","ENSG00000239572",4,1,2,6,0,NA
"35167","ENSG00000239576",0,1,0,0,0,"COX6CP14"
"35168","ENSG00000239577",4,2,4,2,4,"RN7SL388P"
"35169","ENSG00000239579",0,1,1,0,0,"RN7SL325P"
"35170","ENSG00000239580",1,0,0,0,2,"RN7SL675P"
"35171","ENSG00000239586",3,2,5,47,19,"MTND1P16"
"35172","ENSG00000239589",7,5,4,0,0,"LINC00879"
"35173","ENSG00000239590",1,1,1,0,0,"OR1J4"
"35174","ENSG00000239593",3,1,0,0,2,NA
"35175","ENSG00000239595",2,3,0,0,0,"RN7SL79P"
"35176","ENSG00000239600",1,0,2,10,2,NA
"35177","ENSG00000239602",4,0,3,1,2,NA
"35178","ENSG00000239605",4,7,9,0,2,"STPG4"
"35179","ENSG00000239607",1,4,1,0,0,NA
"35180","ENSG00000239608",3,0,3,0,3,"RUVBL1-AS1"
"35181","ENSG00000239614",3,1,0,2,1,NA
"35182","ENSG00000239615",0,0,1,0,0,"RPS13P6"
"35183","ENSG00000239617",1,1,0,1,0,"RPL32P27"
"35184","ENSG00000239620",0,0,1,3,0,"PRR20G"
"35185","ENSG00000239622",0,0,28,96,44,NA
"35186","ENSG00000239625",1,0,0,0,0,"RN7SL241P"
"35187","ENSG00000239626",0,0,2,0,2,NA
"35188","ENSG00000239627",4,18,3,3,3,"RPL12P20"
"35189","ENSG00000239628",2,0,1,0,0,NA
"35190","ENSG00000239632",1,0,0,0,3,"MTND4LP3"
"35191","ENSG00000239636",4,9,3,4,3,NA
"35192","ENSG00000239640",4,2,2,0,0,"RN7SL62P"
"35193","ENSG00000239641",0,0,0,0,0,NA
"35194","ENSG00000239642",1,2,0,1,1,"MEIKIN"
"35195","ENSG00000239648",3,0,1,0,0,"MTND1P3"
"35196","ENSG00000239649",4,5,6,5,3,"MYADML"
"35197","ENSG00000239650",0,1,3,0,0,NA
"35198","ENSG00000239653",51,129,116,37,87,"PSMD6-AS2"
"35199","ENSG00000239659",3,0,0,0,0,NA
"35200","ENSG00000239661",1,0,0,0,0,NA
"35201","ENSG00000239665",188,389,278,148,303,NA
"35202","ENSG00000239670",0,3,0,1,0,NA
"35203","ENSG00000239671",0,0,0,0,0,"RPL34P30"
"35204","ENSG00000239672",28,105,60,85,126,"NME1"
"35205","ENSG00000239674",0,0,0,0,0,NA
"35206","ENSG00000239677",1,0,1,2,3,NA
"35207","ENSG00000239679",1,2,1,0,0,"RN7SL193P"
"35208","ENSG00000239683",0,0,0,0,0,"RPL7AP67"
"35209","ENSG00000239684",0,0,0,0,0,NA
"35210","ENSG00000239686",1,0,0,2,0,"RPL34P28"
"35211","ENSG00000239689",0,0,1,0,1,"RPL17P46"
"35212","ENSG00000239690",0,1,0,2,0,"RN7SL668P"
"35213","ENSG00000239694",1,0,0,0,0,"RPSAP38"
"35214","ENSG00000239696",1,2,0,0,2,NA
"35215","ENSG00000239697",45,196,52,24,35,"TNFSF12"
"35216","ENSG00000239699",0,4,1,2,0,"HNRNPA3P8"
"35217","ENSG00000239701",0,0,2,2,0,"RPL37P20"
"35218","ENSG00000239702",5,1,2,0,0,"RN7SL507P"
"35219","ENSG00000239703",2,0,0,0,0,"RN7SL568P"
"35220","ENSG00000239704",27,44,59,23,66,"CDRT4"
"35221","ENSG00000239705",3,1,0,2,4,NA
"35222","ENSG00000239706",1,0,0,0,0,NA
"35223","ENSG00000239708",1,0,5,0,0,"RN7SL782P"
"35224","ENSG00000239710",2,2,1,0,0,"RN7SL692P"
"35225","ENSG00000239713",84,230,140,35,68,"APOBEC3G"
"35226","ENSG00000239715",0,1,2,1,0,"LOC105375115"
"35227","ENSG00000239716",2,0,0,2,0,NA
"35228","ENSG00000239718",1,0,1,0,0,"HLTF-AS1"
"35229","ENSG00000239719",2,2,2,0,0,NA
"35230","ENSG00000239722",2,1,0,0,0,"IMP3P2"
"35231","ENSG00000239726",5,11,7,6,6,"RN7SL688P"
"35232","ENSG00000239731",0,0,2,2,0,"RN7SL825P"
"35233","ENSG00000239732",0,0,0,0,0,"TLR9"
"35234","ENSG00000239736",8,0,5,1,1,NA
"35235","ENSG00000239739",0,0,0,2,0,NA
"35236","ENSG00000239742",0,0,1,0,0,"RN7SL672P"
"35237","ENSG00000239744",3,0,1,0,0,"RN7SL63P"
"35238","ENSG00000239745",2,0,0,0,0,"RN7SL790P"
"35239","ENSG00000239748",0,0,1,0,0,"RN7SL795P"
"35240","ENSG00000239763",31,50,56,23,36,NA
"35241","ENSG00000239767",0,1,0,0,0,NA
"35242","ENSG00000239774",6,1,4,2,1,NA
"35243","ENSG00000239775",0,0,0,0,0,NA
"35244","ENSG00000239779",36,65,79,47,93,"WBP1"
"35245","ENSG00000239780",1,0,6,0,0,"RPLP0P11"
"35246","ENSG00000239783",2,2,0,0,0,NA
"35247","ENSG00000239789",21,37,21,2,29,"MRPS17"
"35248","ENSG00000239791",11,3,1,1,5,NA
"35249","ENSG00000239792",0,0,0,0,0,NA
"35250","ENSG00000239793",0,0,0,0,1,NA
"35251","ENSG00000239794",2,4,2,6,8,"RN7SL653P"
"35252","ENSG00000239797",1,0,0,0,0,"RPL21P39"
"35253","ENSG00000239799",2,1,0,0,0,"ITIH4-AS1"
"35254","ENSG00000239801",0,0,0,1,0,NA
"35255","ENSG00000239804",1,0,5,1,10,NA
"35256","ENSG00000239805",1,2,0,0,0,NA
"35257","ENSG00000239808",0,0,0,0,0,"RN7SL255P"
"35258","ENSG00000239809",0,0,0,0,0,NA
"35259","ENSG00000239810",3,3,1,1,0,"PRAMEF11"
"35260","ENSG00000239819",0,2,0,0,0,"IGKV1D-8"
"35261","ENSG00000239820",1,2,1,2,0,"RN7SL213P"
"35262","ENSG00000239821",1,1,0,0,0,"RN7SL513P"
"35263","ENSG00000239822",10,7,6,0,3,"RN7SL754P"
"35264","ENSG00000239823",0,0,0,1,3,NA
"35265","ENSG00000239825",1,0,0,0,0,"RN7SL549P"
"35266","ENSG00000239827",13,25,43,17,34,"SUGT1P3"
"35267","ENSG00000239828",6,10,3,6,9,NA
"35268","ENSG00000239829",4,1,0,0,0,"KRT8P25"
"35269","ENSG00000239830",4,0,0,0,0,"RPS4XP22"
"35270","ENSG00000239831",0,0,3,1,0,NA
"35271","ENSG00000239835",0,1,0,0,0,"LOC100129707"
"35272","ENSG00000239839",0,0,3,0,0,"DEFA3"
"35273","ENSG00000239840",3,7,10,2,7,"RPL23AP72"
"35274","ENSG00000239855",0,0,0,0,0,"IGKV1-6"
"35275","ENSG00000239856",0,0,0,2,0,"RN7SL225P"
"35276","ENSG00000239857",40,101,67,61,74,"GET4"
"35277","ENSG00000239861",2,1,0,0,2,"RPL21P96"
"35278","ENSG00000239862",0,0,0,0,0,"IGKV1-37"
"35279","ENSG00000239868",0,2,1,0,0,"RN7SL34P"
"35280","ENSG00000239870",1,0,0,1,3,"RPL21P55"
"35281","ENSG00000239872",0,0,0,0,0,NA
"35282","ENSG00000239873",4,3,3,3,1,NA
"35283","ENSG00000239877",1,2,2,0,0,"IGSF11-AS1"
"35284","ENSG00000239880",2,3,2,3,0,"RALBP1P1"
"35285","ENSG00000239881",6,0,3,0,1,NA
"35286","ENSG00000239883",88,153,139,115,186,NA
"35287","ENSG00000239884",2,11,3,3,8,"RN7SL608P"
"35288","ENSG00000239886",0,1,0,1,0,"KRTAP9-2"
"35289","ENSG00000239887",22,59,58,25,76,"C1orf226"
"35290","ENSG00000239888",0,1,0,0,0,"RN7SL792P"
"35291","ENSG00000239893",0,0,0,0,0,NA
"35292","ENSG00000239899",8,5,4,3,3,NA
"35293","ENSG00000239900",135,158,111,72,123,"ADSL"
"35294","ENSG00000239906",1,10,4,2,3,NA
"35295","ENSG00000239908",3,4,3,2,6,"RN7SL75P"
"35296","ENSG00000239910",1,1,1,2,1,"RN7SL530P"
"35297","ENSG00000239911",2,4,2,3,4,NA
"35298","ENSG00000239912",4,6,9,4,2,NA
"35299","ENSG00000239917",2,0,2,0,1,NA
"35300","ENSG00000239919",0,1,1,2,0,NA
"35301","ENSG00000239920",27,30,14,10,20,NA
"35302","ENSG00000239921",15,10,7,7,1,"LINC01471"
"35303","ENSG00000239922",48,2,78,34,5,NA
"35304","ENSG00000239923",0,0,2,1,1,"RN7SL864P"
"35305","ENSG00000239924",0,0,0,2,0,NA
"35306","ENSG00000239926",1,2,1,1,0,NA
"35307","ENSG00000239930",0,0,0,0,1,"LOC101930094"
"35308","ENSG00000239932",1,0,4,0,0,"RN7SL606P"
"35309","ENSG00000239939",1,1,0,0,0,"RPSAP34"
"35310","ENSG00000239941",2,1,4,0,0,NA
"35311","ENSG00000239942",2,1,0,0,1,"RN7SL394P"
"35312","ENSG00000239944",0,0,0,0,1,NA
"35313","ENSG00000239945",0,0,0,0,0,NA
"35314","ENSG00000239946",0,0,1,1,0,"ZBTB20-AS3"
"35315","ENSG00000239948",10,4,2,4,0,"RN7SL368P"
"35316","ENSG00000239951",0,0,0,0,0,"IGKV3-20"
"35317","ENSG00000239953",0,0,0,0,0,"RN7SL273P"
"35318","ENSG00000239958",0,0,0,0,0,"RN7SL51P"
"35319","ENSG00000239959",0,0,2,0,0,"ENPP7P2"
"35320","ENSG00000239961",3,2,1,5,0,"LILRA4"
"35321","ENSG00000239964",2,0,0,1,1,"RN7SL748P"
"35322","ENSG00000239967",0,0,0,0,0,NA
"35323","ENSG00000239969",11,25,31,11,33,"LOC100289561"
"35324","ENSG00000239975",0,0,0,0,0,"IGKV1D-33"
"35325","ENSG00000239978",2,2,0,5,0,NA
"35326","ENSG00000239981",2,4,0,1,0,"OR2A15P"
"35327","ENSG00000239983",0,0,1,0,0,"RPL31P31"
"35328","ENSG00000239984",3,0,0,0,0,"RN7SL420P"
"35329","ENSG00000239985",0,0,0,0,0,NA
"35330","ENSG00000239986",0,0,0,0,0,NA
"35331","ENSG00000239988",1,0,0,0,0,"RPL31P60"
"35332","ENSG00000239989",0,0,0,0,0,NA
"35333","ENSG00000239991",0,0,0,0,0,NA
"35334","ENSG00000239992",0,0,1,1,0,"TRBVA"
"35335","ENSG00000239994",0,1,1,0,0,NA
"35336","ENSG00000239995",0,1,0,1,0,NA
"35337","ENSG00000239997",1,0,1,0,0,"FCF1P3"
"35338","ENSG00000239998",19,13,3,4,4,"LILRA2"
"35339","ENSG00000240002",0,2,0,1,0,NA
"35340","ENSG00000240003",5,11,1,5,5,"RPL7P24"
"35341","ENSG00000240005",2,6,1,4,1,NA
"35342","ENSG00000240006",0,1,0,0,1,"LINC02004"
"35343","ENSG00000240012",4,2,16,2,2,"SLC9A9-AS1"
"35344","ENSG00000240014",3,6,3,0,8,"RN7SL254P"
"35345","ENSG00000240015",13,9,6,2,9,NA
"35346","ENSG00000240021",5,3,4,2,4,"TEX35"
"35347","ENSG00000240023",3,2,0,0,0,"RPLP0P3"
"35348","ENSG00000240024",38,86,51,24,96,"LINC00888"
"35349","ENSG00000240027",0,0,1,0,0,NA
"35350","ENSG00000240031",1,10,24,3,7,"OR9A3P"
"35351","ENSG00000240032",18,88,46,72,87,"LNCSRLR"
"35352","ENSG00000240033",2,2,1,0,0,NA
"35353","ENSG00000240034",0,1,0,0,0,"MTND6P6"
"35354","ENSG00000240036",1,2,14,54,31,NA
"35355","ENSG00000240038",30,84,48,24,33,"AMY2B"
"35356","ENSG00000240040",0,0,0,0,0,NA
"35357","ENSG00000240041",0,0,0,0,0,"IGHJ4"
"35358","ENSG00000240043",0,1,1,0,0,"RPS27P26"
"35359","ENSG00000240045",1,0,5,0,0,"STRIT1"
"35360","ENSG00000240047",4,6,0,1,0,"RPS3AP32"
"35361","ENSG00000240048",2,2,3,2,2,NA
"35362","ENSG00000240051",2,0,0,1,0,"RPL23AP10"
"35363","ENSG00000240052",5,0,0,0,0,NA
"35364","ENSG00000240053",9,12,14,10,17,"LY6G5B"
"35365","ENSG00000240056",3,5,0,0,0,NA
"35366","ENSG00000240057",26,41,25,19,23,"LOC107986114"
"35367","ENSG00000240058",3,1,0,0,0,NA
"35368","ENSG00000240063",6,1,3,0,0,NA
"35369","ENSG00000240065",92,221,252,13,38,"PSMB9"
"35370","ENSG00000240068",0,0,0,1,0,"RPL21P42"
"35371","ENSG00000240069",0,0,0,0,0,"GPAA1P1"
"35372","ENSG00000240074",2,0,0,0,0,"RPL9P30"
"35373","ENSG00000240083",0,0,8,8,1,"RPS3AP22"
"35374","ENSG00000240084",0,0,0,0,0,"MTND4LP10"
"35375","ENSG00000240086",19,11,29,9,26,NA
"35376","ENSG00000240087",1,0,1,0,0,"RPSAP12"
"35377","ENSG00000240089",2,0,1,0,0,"BMS1P3"
"35378","ENSG00000240093",0,4,3,0,0,NA
"35379","ENSG00000240095",3,1,2,0,0,NA
"35380","ENSG00000240096",0,0,1,0,3,"RPL18AP1"
"35381","ENSG00000240097",5,0,0,0,0,NA
"35382","ENSG00000240098",5,5,4,3,2,"RN7SL351P"
"35383","ENSG00000240100",1,1,0,0,0,"RPL36P15"
"35384","ENSG00000240103",6,1,86,646,277,NA
"35385","ENSG00000240106",1,5,5,0,1,"RN7SL146P"
"35386","ENSG00000240107",1,3,0,1,0,NA
"35387","ENSG00000240108",0,0,0,2,0,"NCOR1P1"
"35388","ENSG00000240116",1,2,1,0,0,"RN7SL303P"
"35389","ENSG00000240121",2,1,0,2,0,NA
"35390","ENSG00000240122",0,3,0,1,0,NA
"35391","ENSG00000240125",0,0,0,2,1,"RPL23AP75"
"35392","ENSG00000240128",4,2,3,0,0,"KRT18P43"
"35393","ENSG00000240131",0,0,0,0,1,NA
"35394","ENSG00000240132",4,1,2,4,1,NA
"35395","ENSG00000240135",2,1,1,0,0,"PSMD12P1"
"35396","ENSG00000240137",33,24,40,18,38,"ERICH6-AS1"
"35397","ENSG00000240138",3,0,2,0,0,"EEF1GP4"
"35398","ENSG00000240143",2,5,5,0,0,NA
"35399","ENSG00000240151",1,0,0,0,0,"RN7SL826P"
"35400","ENSG00000240152",9,2,1,0,0,"LINC02271"
"35401","ENSG00000240156",0,0,0,2,2,NA
"35402","ENSG00000240159",1,0,0,2,0,"RPL6P16"
"35403","ENSG00000240160",0,1,0,0,0,"RN7SL263P"
"35404","ENSG00000240163",0,0,0,0,0,NA
"35405","ENSG00000240167",0,0,4,2,2,"RPS7P7"
"35406","ENSG00000240173",0,0,0,1,0,"RN7SL771P"
"35407","ENSG00000240174",1,0,1,0,0,"RPL9P22"
"35408","ENSG00000240175",1,0,0,0,0,"MAGI1-AS1"
"35409","ENSG00000240179",3,1,1,1,0,"RPL26P3"
"35410","ENSG00000240180",0,0,0,0,0,NA
"35411","ENSG00000240183",2,1,1,0,4,"RN7SL297P"
"35412","ENSG00000240184",70,215,150,256,246,"PCDHGC3"
"35413","ENSG00000240186",0,0,0,0,0,"RN7SL633P"
"35414","ENSG00000240189",1,2,1,0,0,"RN7SL621P"
"35415","ENSG00000240194",0,0,0,0,7,"CYMP"
"35416","ENSG00000240197",0,1,0,2,0,NA
"35417","ENSG00000240198",2,0,0,1,0,"ARHGEF3-AS1"
"35418","ENSG00000240199",1,0,1,2,0,"RN7SL520P"
"35419","ENSG00000240201",3,1,2,0,1,"RPS6P24"
"35420","ENSG00000240202",1,0,1,0,0,"RN7SL223P"
"35421","ENSG00000240203",2,0,0,0,0,"RN7SL567P"
"35422","ENSG00000240204",2,11,4,1,2,"SMKR1"
"35423","ENSG00000240205",2,1,0,2,0,"RN7SL865P"
"35424","ENSG00000240207",120,345,160,69,77,NA
"35425","ENSG00000240210",2,0,1,1,2,"RPL7AP5"
"35426","ENSG00000240211",3,3,3,0,1,NA
"35427","ENSG00000240215",0,0,0,0,0,"TRBV25OR9-2"
"35428","ENSG00000240216",13,8,6,4,6,NA
"35429","ENSG00000240219",9,13,5,3,8,NA
"35430","ENSG00000240224",5,3,1,0,0,"UGT1A5"
"35431","ENSG00000240225",95,221,173,105,273,"ZNF542P"
"35432","ENSG00000240230",74,188,151,119,137,"COX19"
"35433","ENSG00000240231",2,0,1,0,0,NA
"35434","ENSG00000240233",3,5,7,3,1,"RN7SL587P"
"35435","ENSG00000240235",1,1,1,1,0,"RN7SL794P"
"35436","ENSG00000240236",6,0,1,1,0,"HNRNPA1P23"
"35437","ENSG00000240237",0,1,3,1,0,"RPL21P78"
"35438","ENSG00000240238",1,0,0,0,0,"RPL21P117"
"35439","ENSG00000240240",1,2,1,0,2,NA
"35440","ENSG00000240241",2,11,0,0,0,NA
"35441","ENSG00000240244",4,18,4,1,3,NA
"35442","ENSG00000240246",0,0,0,0,0,NA
"35443","ENSG00000240247",0,0,0,0,0,"DEFA1B"
"35444","ENSG00000240250",2,0,1,1,1,"RN7SL541P"
"35445","ENSG00000240253",5,3,3,1,7,NA
"35446","ENSG00000240254",0,2,0,1,2,"B4GALT4-AS1"
"35447","ENSG00000240255",4,2,0,0,0,"PSMC1P6"
"35448","ENSG00000240265",14,19,5,3,2,NA
"35449","ENSG00000240268",2,7,0,2,0,"MOXD2P"
"35450","ENSG00000240270",0,1,0,0,3,"RPL12P37"
"35451","ENSG00000240271",2,0,0,1,0,NA
"35452","ENSG00000240280",16,3,1,0,0,"TCAM1P"
"35453","ENSG00000240281",0,0,0,1,0,NA
"35454","ENSG00000240286",0,1,0,0,0,NA
"35455","ENSG00000240288",54,105,93,46,115,"GHRLOS"
"35456","ENSG00000240291",21,51,36,22,40,NA
"35457","ENSG00000240294",1,0,0,0,0,"RN7SKP241"
"35458","ENSG00000240296",0,1,0,0,0,"LOC100420187"
"35459","ENSG00000240298",1,0,0,1,3,NA
"35460","ENSG00000240299",0,0,2,1,0,"RN7SL187P"
"35461","ENSG00000240302",5,0,0,1,1,"RN7SL717P"
"35462","ENSG00000240303",15,22,24,18,23,"ACAD11"
"35463","ENSG00000240305",2,0,0,1,1,"RPL6P26"
"35464","ENSG00000240306",6,1,0,0,0,"RN7SL100P"
"35465","ENSG00000240309",4,3,1,1,0,"MTCO1P6"
"35466","ENSG00000240311",5,0,4,11,4,"RPL18P12"
"35467","ENSG00000240317",0,0,0,2,0,"RN7SL764P"
"35468","ENSG00000240320",2,0,0,0,0,"RPS29P27"
"35469","ENSG00000240322",1,5,6,8,5,"RN7SL481P"
"35470","ENSG00000240327",0,1,0,0,1,"RN7SL93P"
"35471","ENSG00000240328",7,12,13,3,5,NA
"35472","ENSG00000240338",2,1,0,2,1,"LOC100506281"
"35473","ENSG00000240342",39,100,46,78,99,"RPS2P5"
"35474","ENSG00000240344",56,137,97,85,163,"PPIL3"
"35475","ENSG00000240347",1,0,0,1,0,"RN7SL35P"
"35476","ENSG00000240350",2,4,2,1,1,NA
"35477","ENSG00000240354",0,0,2,0,0,NA
"35478","ENSG00000240355",0,0,0,0,0,NA
"35479","ENSG00000240356",7,74,25,20,26,NA
"35480","ENSG00000240359",2,1,1,0,1,NA
"35481","ENSG00000240361",2,0,0,0,0,NA
"35482","ENSG00000240364",0,0,1,0,0,"RPL31P59"
"35483","ENSG00000240366",0,2,0,1,0,"RPL36AP45"
"35484","ENSG00000240370",7,10,15,7,18,"RPL13P5"
"35485","ENSG00000240371",2,0,1,6,0,"RPS4XP13"
"35486","ENSG00000240373",13,0,0,0,0,NA
"35487","ENSG00000240374",3,0,0,0,0,"RN7SL503P"
"35488","ENSG00000240375",1,0,1,0,0,NA
"35489","ENSG00000240376",3,3,2,4,3,"RPS8P8"
"35490","ENSG00000240382",1,0,0,0,0,"IGKV1-17"
"35491","ENSG00000240385",6,3,3,0,1,"RPS29P20"
"35492","ENSG00000240386",2,0,0,0,0,"LCE1F"
"35493","ENSG00000240388",0,1,5,12,2,"RPS18P7"
"35494","ENSG00000240392",3,9,1,0,3,"RPL9P3"
"35495","ENSG00000240393",5,7,9,6,6,"LOC100421670"
"35496","ENSG00000240395",1,0,4,6,3,"RPL5P23"
"35497","ENSG00000240399",11,20,14,8,7,NA
"35498","ENSG00000240401",34,15,13,7,16,NA
"35499","ENSG00000240403",8,8,4,4,0,"KIR3DL2"
"35500","ENSG00000240404",1,0,0,0,1,NA
"35501","ENSG00000240405",44,15,13,17,2,"SAMMSON"
"35502","ENSG00000240409",0,0,1,0,0,"MTATP8P1"
"35503","ENSG00000240411",6,3,3,0,2,"RPL5P16"
"35504","ENSG00000240412",5,1,3,5,4,NA
"35505","ENSG00000240416",0,1,1,1,0,NA
"35506","ENSG00000240418",4,1,3,7,0,"RPS2P51"
"35507","ENSG00000240419",1,2,0,0,0,NA
"35508","ENSG00000240423",9,2,4,0,0,"LINC00636"
"35509","ENSG00000240424",3,2,0,0,0,"RPL19P17"
"35510","ENSG00000240426",0,0,0,1,0,"RPL36AP18"
"35511","ENSG00000240427",1,0,0,0,0,NA
"35512","ENSG00000240429",24,57,31,21,37,NA
"35513","ENSG00000240432",0,0,0,0,0,"KRTAP13-3"
"35514","ENSG00000240435",4,30,30,7,18,NA
"35515","ENSG00000240436",0,0,0,0,0,"RPL35AP14"
"35516","ENSG00000240438",0,0,0,0,0,"OFD1P5Y"
"35517","ENSG00000240439",4,2,0,0,0,"RN7SL91P"
"35518","ENSG00000240440",4,2,6,0,0,NA
"35519","ENSG00000240441",2,1,2,4,2,"RPL17P38"
"35520","ENSG00000240443",0,0,0,0,0,"RPS10P20"
"35521","ENSG00000240445",49,72,115,126,155,"FOXO3B"
"35522","ENSG00000240449",1,0,2,2,1,NA
"35523","ENSG00000240450",0,0,0,0,0,"CSPG4P1Y"
"35524","ENSG00000240452",0,0,0,3,0,"MTCO1P29"
"35525","ENSG00000240454",0,0,0,0,0,NA
